im_name,label
SPC-PWSSC-0-000836-087-324-2296-108-80.png,0
SPC-PWSSC-1459740420-000486-010-2450-1620-84-60.png,0
SPC-PWSSC-1460302054-000614-034-468-2278-104-108.png,0
SPC-PWSSC-1462362440-000197-018-2262-570-192-212.png,0
SPC-PWSSC-1462448868-000327-007-2912-1964-84-60.png,0
SPC-PWSSC-1462448892-000426-016-3484-1326-152-224.png,0
SPC-PWSSC-1463397399-000169-009-1598-1972-108-76.png,0
SPC-PWSSC-1465205579-000697-019-1708-2442-124-128.png,0
SPC-PWSSC-1465507933-000512-020-3308-2120-100-88.png,0
SPC-PWSSC-1465896717-000408-034-2736-2096-84-60.png,0
SPC-PWSSC-1466803897-000328-084-1380-1700-136-112.png,0
SPC-PWSSC-1466890328-000451-084-2676-1268-76-96.png,0
SPC-PWSSC-1467019948-000532-018-3528-2358-72-68.png,0
SPC-PWSSC-1467019958-000572-044-1088-2218-76-80.png,0
SPC-PWSSC-1467365523-000367-084-1288-54-152-168.png,0
SPC-PWSSC-1467365618-000743-053-3512-1640-72-92.png,0
SPC-PWSSC-1467365619-000746-032-1744-1986-76-52.png,0
SPC-PWSSC-1467927173-000582-015-1772-1936-72-76.png,0
SPC-PWSSC-1468143190-000653-074-1734-906-156-136.png,0
SPC-PWSSC-1468488723-000380-016-1330-166-132-48.png,0
SPC-PWSSC-1470259953-000455-002-1934-2498-76-88.png,0
SPC-PWSSC-1472765614-000590-025-2612-1614-148-112.png,0
SPC-PWSSC-1473932063-000799-029-674-2342-84-76.png,0
SPC-PWSSC-1475962431-000592-020-3226-1270-56-80.png,0
SPC-PWSSC-1479418352-000489-031-1046-2266-200-212.png,0
SPC-PWSSC-1462276049-000244-024-3644-1236-280-212.png,1
SPC-PWSSC-1463754237-000165-012-1856-1146-592-476.png,1
SPC-PWSSC-1464298319-000463-025-3164-1460-448-412.png,1
SPC-PWSSC-1473888680-000048-004-800-1714-748-628.png,1
SPC-PWSSC-1474191264-000789-015-3392-2072-659-577.png,1
SPC-PWSSC-1474191264-000790-009-3000-1484-828-1165.png,1
SPC-PWSSC-1474191264-000791-013-2796-1888-480-668.png,1
SPC-PWSSC-1474580076-000780-067-1514-2342-244-208.png,1
SPC-PWSSC-1475141597-000367-146-3572-966-479-728.png,1
SPC-PWSSC-1475400789-000428-238-760-132-156-648.png,1
SPC-PWSSC-1475746358-000253-015-2564-2504-160-145.png,1
SPC-PWSSC-1476394342-000237-245-406-110-584-568.png,1
SPC-PWSSC-1476437755-000250-060-1500-1738-292-332.png,1
SPC-PWSSC-1476524109-000063-035-1020-1874-400-508.png,1
SPC-PWSSC-1477128809-000438-603-1588-0-172-180.png,1
SPC-PWSSC-1477128810-000440-138-888-1690-148-244.png,1
SPC-PWSSC-1477128810-000441-162-1170-2026-192-248.png,1
SPC-PWSSC-1477128813-000452-230-2366-1688-212-304.png,1
SPC-PWSSC-1477128849-000596-458-3854-1606-164-112.png,1
SPC-PWSSC-1477172066-000665-525-3886-1476-140-164.png,1
SPC-PWSSC-1477215249-000596-1555-2096-536-252-268.png,1
SPC-PWSSC-1477258512-000750-242-906-1736-104-168.png,1
SPC-PWSSC-1477517533-000126-407-132-1344-540-420.png,1
SPC-PWSSC-1477517653-000612-1035-1380-434-280-428.png,1
SPC-PWSSC-1477517654-000617-224-1120-1904-256-400.png,1
SPC-PWSSC-1477517673-000692-125-140-1724-540-264.png,1
SPC-PWSSC-1477690373-000294-758-2612-936-276-300.png,1
SPC-PWSSC-1477819903-000009-205-0-1426-600-776.png,1
SPC-PWSSC-1477863125-000093-358-850-930-416-296.png,1
SPC-PWSSC-1478079219-000464-1181-956-1400-284-276.png,1
SPC-PWSSC-1478122396-000385-2149-2990-684-412-296.png,1
SPC-PWSSC-1478344925-000522-117-1516-2296-128-152.png,1
SPC-PWSSC-1478467799-000013-973-2394-760-412-428.png,1
SPC-PWSSC-1478467864-000270-484-782-1786-176-216.png,1
SPC-PWSSC-1478511102-000425-148-1424-2158-340-380.png,1
SPC-PWSSC-1478640693-000395-1095-1116-992-316-336.png,1
SPC-PWSSC-1478727004-000029-634-952-996-600-476.png,1
SPC-PWSSC-1478727158-000651-251-1734-2164-372-304.png,1
SPC-PWSSC-1478770254-000230-116-3534-2210-517-439.png,1
SPC-PWSSC-1478770255-000233-1052-1864-218-540-520.png,1
SPC-PWSSC-1478770257-000244-994-1648-482-412-360.png,1
SPC-PWSSC-1478813437-000105-081-308-2242-972-396.png,1
SPC-PWSSC-1478813481-000283-1619-1032-74-392-556.png,1
SPC-PWSSC-1478813569-000632-483-1064-1656-148-180.png,1
SPC-PWSSC-1478900069-000962-578-874-1432-168-140.png,1
SPC-PWSSC-1478986304-000284-843-2002-282-520-416.png,1
SPC-PWSSC-1478986404-000703-061-1806-2250-352-399.png,1
SPC-PWSSC-1478986405-000706-723-1064-256-412-212.png,1
SPC-PWSSC-1479029439-000146-216-402-1684-368-248.png,1
SPC-PWSSC-1479029615-000853-854-1552-984-188-172.png,1
SPC-PWSSC-1479072664-000264-246-2886-1710-364-292.png,1
SPC-PWSSC-1479072683-000340-574-698-976-572-240.png,1
SPC-PWSSC-1479072683-000341-955-882-74-456-368.png,1
SPC-PWSSC-1479072697-000396-053-1742-2424-408-225.png,1
SPC-PWSSC-1479072697-000398-648-1588-794-400-204.png,1
SPC-PWSSC-1479072704-000427-734-3374-478-677-784.png,1
SPC-PWSSC-1479115866-000152-397-2450-1562-280-224.png,1
SPC-PWSSC-1479115914-000345-142-3400-2096-152-540.png,1
SPC-PWSSC-1479115926-000392-484-2186-1294-200-400.png,1
SPC-PWSSC-1479159030-000073-771-480-256-396-588.png,1
SPC-PWSSC-1479202416-000749-524-2290-924-496-396.png,1
SPC-PWSSC-1479202579-001400-153-1650-2290-144-160.png,1
SPC-PWSSC-1479245471-000300-1030-1002-0-404-336.png,1
SPC-PWSSC-1479245478-000332-155-3372-2136-208-176.png,1
SPC-PWSSC-1479245479-000333-321-3242-1542-364-600.png,1
SPC-PWSSC-1479245479-000334-534-3248-1094-276-452.png,1
SPC-PWSSC-1479245486-000364-959-1770-40-472-512.png,1
SPC-PWSSC-1479245596-000805-1037-2160-160-480-328.png,1
SPC-PWSSC-1479245597-000808-415-2770-1428-368-436.png,1
SPC-PWSSC-1479288835-000854-706-3208-1372-204-312.png,1
SPC-PWSSC-1479331916-000412-215-3074-1668-428-492.png,1
SPC-PWSSC-1479331918-000423-704-2304-136-204-296.png,1
SPC-PWSSC-1479412822-000059-475-3032-0-408-340.png,1
SPC-PWSSC-1479412829-000084-217-1486-1218-504-296.png,1
SPC-PWSSC-1479418340-000443-203-1188-578-204-352.png,1
SPC-PWSSC-1479461671-000925-412-1062-696-236-260.png,1
SPC-PWSSC-1479504642-000136-034-3224-2258-280-268.png,1
SPC-PWSSC-1479504648-000163-207-104-990-276-292.png,1
SPC-PWSSC-1479504780-000693-098-2250-1820-220-212.png,1
SPC-PWSSC-1479547865-000238-048-2602-2132-292-344.png,1
SPC-PWSSC-1479591026-000069-188-3768-892-116-152.png,1
SPC-PWSSC-1479634261-000222-071-1434-2046-384-472.png,1
SPC-PWSSC-1479634340-000540-400-2536-1040-484-392.png,1
SPC-PWSSC-1479720638-000120-122-2426-1578-244-448.png,1
SPC-PWSSC-1479720759-000611-598-2370-144-284-156.png,1
SPC-PWSSC-1479763890-000325-072-908-2244-308-324.png,1
SPC-PWSSC-1479763971-000649-123-2858-2030-504-240.png,1
SPC-PWSSC-1479807065-000233-283-3046-1076-380-352.png,1
SPC-PWSSC-1479850218-000011-176-1294-1158-184-284.png,1
SPC-PWSSC-1479850240-000099-340-862-0-392-488.png,1
SPC-PWSSC-1479893643-000910-143-3338-1746-272-360.png,1
SPC-PWSSC-1479936753-000453-172-1310-1008-424-916.png,1
SPC-PWSSC-1480023201-000778-079-3458-1706-308-204.png,1
SPC-PWSSC-1480109553-000590-353-3494-208-436-440.png,1
SPC-PWSSC-1480109562-000626-335-432-162-164-196.png,1
SPC-PWSSC-1480152611-000014-102-1274-1618-324-428.png,1
SPC-PWSSC-1480152635-000127-066-3532-2084-148-84.png,1
SPC-PWSSC-1480195817-000040-248-2084-58-416-224.png,1
SPC-PWSSC-1480239018-000043-183-1636-928-204-204.png,1
SPC-PWSSC-1480282288-000325-182-3580-1124-284-244.png,1
SPC-PWSSC-1480282348-000566-110-2464-1550-248-424.png,1
SPC-PWSSC-1480325559-000612-232-1714-684-296-452.png,1
SPC-PWSSC-1480368703-000385-162-2084-990-380-364.png,1
